,survey_info_response_id,demographic_distribution,non_cash_incentives,willingness,attitude,cash_incentives,education,demographic_practice_list,demographic_role_list,demographic_years_in_practice,demographic_us_region,demographic_acs_trauma_region,demographic_sample_size
96,R_UhFGPOiFQyiD7lD,washu,1.0636384568910178,0.49826919843759154,0.7104519984146328,0.5457481245463566,-0.6155428142839487,['Surgical Oncology'],Department Chair,23,Midwest,7,99
97,R_2txR0mP9V8dA351,washu,-1.157855255015505,0.5516468893511137,0.38252043675995717,-0.6814788850065974,1.7390200409662333,['Transplant Surgery'],Program Director (or Assistant Program Director),1,Midwest,7,99
98,R_2anudYeXDJQ6Zsu,washu,1.1162740759989191,1.3131488495083241,0.8501141917415773,-1.7014360972904221,0.4585445907382088,['Pediatric Surgery'],,6,Midwest,7,99
99,R_2CE2cX0g5eeVA13,washu,0.6491200730674435,0.9803939200206887,0.8627073568824271,-0.7840327855083955,0.062120440594741734,['Pediatric Surgery'],Program Director (or Assistant Program Director),26,Midwest,7,99
100,R_2ro1PARHbeh2GrX,washu,-0.4996180284716796,0.2694665475913608,-0.24522462908064213,1.0713705003587959,-0.8881550351951486,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Bariatric/Minimally Invasive Surgery', 'Breast Surgery', 'Colon and Rectal Surgery', 'Endocrine Surgery', 'Hepatopancreaticobiliary Surgery', 'Pediatric Surgery']",,32,Midwest,7,99
101,R_Qh1HxO1KFRChkYN,washu,1.0822118637024898,-0.03835168735998332,-0.34301020210065075,-0.03442548664746523,-0.4008423319653074,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery']",,20,Midwest,7,99
102,R_1IuZy5Ff4HgH6Qy,washu,1.8180114156912313,0.5362491490480161,0.2864198757158725,0.3144889236690562,-0.591726017410124,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Colon and Rectal Surgery', 'Trauma Surgery/Critical Care']",Program Director (or Assistant Program Director),21,Midwest,7,99
103,R_XOpigBJlgrfT6W5,washu,0.07023509797450972,0.6667923604207213,-0.8693787650937178,-1.9896764803642089,-0.1135859403610392,"['Abdominal Wall/Hernia Surgery', 'Hepatopancreaticobiliary Surgery']",Program Director (or Assistant Program Director),16,Midwest,7,99
104,R_2w66EVkTBem7xud,ucsf,-0.03404426875993041,-0.9019287244899657,-0.5674149326013201,0.8315443349174935,-0.7217773487492707,"['Acute Care Surgery/Emergency General Surgery', 'Trauma Surgery/Critical Care']",,15,West,9,123
105,R_27KHJQggTLrIzVp,ucsf,0.5762716906012061,0.5844325364621569,0.09893199125267656,1.0382302314568355,-0.5314056257090214,['Pediatric Surgery'],,44,West,9,123
106,R_2VsFaAFVnUfN9Fy,ucsf,0.01624894393051416,-0.1654969392289965,0.09543996330144365,0.8190194050101205,-1.0105335742078214,['Endocrine Surgery'],,24,West,9,123
107,R_2QRkpAOSaCPPpLW,texastech,-0.01411866351191044,-0.3365857988029413,1.5397371252334162,0.6477122269095951,-0.6430338212078968,"['Abdominal Wall/Hernia Surgery', 'Hepatopancreaticobiliary Surgery', 'Surgical Oncology']",,7,Southwest,6,27
108,R_1jJkcoKRUwvFUst,texastech,-0.5215687261623234,0.6935274404127545,1.182308721372494,1.071434365841304,-0.45731658541758335,['Colon and Rectal Surgery'],,3,Southwest,6,27
109,R_3Pzges8qo3I0CSi,ucsf,1.3905953306580323,0.4665499049699918,1.0103712726834626,0.3290335869269941,-0.2952331247580786,['Pediatric Surgery'],,16,West,9,123
110,R_3JDfe2Ia02SxZnl,texastech,0.500194727531279,-1.2731675446131565,-0.8463375252542339,-0.4350399925532157,-0.2560578542526397,['Plastics Surgery'],,4,Southwest,6,27
111,R_3KxsI7XvqtYgZwK,washu,-0.5538434548742737,-1.6657068384230782,-0.5786511275649989,-0.010037668779700321,0.11446529828487836,['Vascular Surgery'],,20,Midwest,7,99
112,R_3Ed8uhovlsRVJYq,washu,0.8654238476931084,0.9544832952779749,0.06977807082236125,-0.09979706281685877,-0.5431816801650768,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Bariatric/Minimally Invasive Surgery', 'Breast Surgery', 'Cardiac Surgery', 'Colon and Rectal Surgery', 'Endocrine Surgery', 'Hepatopancreaticobiliary Surgery', 'Pediatric Surgery', 'Surgical Oncology', 'Vascular Surgery', 'Thoracic Surgery', 'Trauma Surgery/Critical Care']",,2,Midwest,7,99
113,R_2s6ZUTp6GIuGVOj,ucsf,0.2604336239043603,0.8185406846412272,0.358215700246313,0.849015805656491,-1.0556723515775979,['Thoracic Surgery'],Program Director (or Assistant Program Director),5,West,9,123
114,R_sp3hfKBEOZVf7qx,ucsf,-1.3303341008301575,-1.0073903069043737,1.3311523868527346,-0.7825035096490491,-0.3143121904948733,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Bariatric/Minimally Invasive Surgery']",,15,West,9,123
115,R_1l0KxgxjDGcq2Rv,texastech,-1.000238501849883,-0.028591009807612797,-1.7387133163926651,1.532397523557632,0.12504657050858747,['Acute Care Surgery/Emergency General Surgery'],Department Chair,,Southwest,6,27
116,R_2dF0hbaD1IswgJq,texastech,1.3204978628130957,-1.100041519060921,0.6650204385152014,0.5324132346252883,-1.0151337688154363,['Plastics Surgery'],,1,Southwest,6,27
117,R_2cBeUOwXB5b4FmA,texastech,-0.03133908521198332,-0.794604745556651,-0.8995022542969301,-0.36133072103268205,-0.8582754056392006,"['Acute Care Surgery/Emergency General Surgery', 'Trauma Surgery/Critical Care']",Program Director (or Assistant Program Director),5,Southwest,6,27
118,R_3hFudgXE3gQSbBg,ucsf,1.0739182553679971,0.6914135928866191,0.48930233303373843,-1.6180832635543765,-0.3329792211654958,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Bariatric/Minimally Invasive Surgery', 'Breast Surgery', 'Colon and Rectal Surgery', 'Endocrine Surgery', 'Hepatopancreaticobiliary Surgery', 'Pediatric Surgery', 'Plastics Surgery', 'Surgical Oncology', 'Thoracic Surgery', 'Trauma Surgery/Critical Care']",,18,West,9,123
119,R_1IF3PLpW5nl93hx,washu,-0.5794500823017896,0.5757319699950206,0.5056118452871353,1.1379654219062856,-0.9060406011502715,['Colon and Rectal Surgery'],,,Midwest,7,99
120,R_2U478FaHpQOHa2o,washu,1.2686668765315872,-1.1256852529918775,0.2837917127001268,-0.07329161500260237,1.1457172654971874,"['Acute Care Surgery/Emergency General Surgery', 'Trauma Surgery/Critical Care']",,,Midwest,7,99
121,R_1CBeSVh0Pbdmyxo,vanderbilt,-0.3310707057601922,0.7149046350151602,0.7038031765806836,1.1011712514749101,-0.24918714871092512,['Abdominal Wall/Hernia Surgery'],,30,Southeast,4,88
122,R_10Ss4g1gSfQXL6w,vanderbilt,0.9591398401720173,-0.10976778364618722,0.5018212918288653,0.3978218482931303,-0.6265932835035054,"['Hepatopancreaticobiliary Surgery', 'Surgical Oncology']",,10,Southeast,4,88
123,R_24pisG2hsqMH7ZY,vanderbilt,-0.7590114631227143,-0.7034442614587253,-1.9797919607938008,-0.7764750612064812,-0.3059439960887883,['Other'],,40,Southeast,4,88
124,R_1H8k9rFMhAow3Wx,vanderbilt,0.14190913815661005,0.21627534659148026,0.8981574773981269,0.8687347909218502,2.365230935048961,['Acute Care Surgery/Emergency General Surgery'],,15,Southeast,4,88
125,R_3ew21VBTSFHvZfG,vanderbilt,-1.3346332825434195,1.1979682343887494,-1.192615925847478,-0.6496359543632142,0.3774694173905683,['Endocrine Surgery'],Department Chair,22,Southeast,4,88
126,R_3qyqSUxKSDrEbv6,vanderbilt,-1.1300035361688394,-0.506854760190649,1.0991540563615816,0.9844325558673622,-1.2347435723230127,"['Acute Care Surgery/Emergency General Surgery', 'Trauma Surgery/Critical Care']",Program Director (or Assistant Program Director),7,Southeast,4,88
127,R_r3gOWTtVPw1MJNv,vanderbilt,-1.502506054267905,0.09126258332777878,0.27935948429009844,1.2620936890059486,1.1081309158186028,['Colon and Rectal Surgery'],,,Southeast,4,88
128,R_12EBfLJeD9sfTrj,vanderbilt,0.1896948365437162,-1.0601004522590927,0.5217123862380403,-2.205931127965961,-0.5968125889021398,['Colon and Rectal Surgery'],,2,Southeast,4,88
129,R_2dEYSAy8XxvLP15,vanderbilt,-0.40175031690004437,-0.9864655575131488,-0.6788001070011933,-1.0192224810591426,-0.3555721087800507,"['Acute Care Surgery/Emergency General Surgery', 'Trauma Surgery/Critical Care']",,2,Southeast,4,88
130,R_3EcBXpXxH3Fao16,vanderbilt,0.5579129554855528,-0.4149864749191664,-0.35052493021010206,0.7273117469611504,-0.7028561377880588,['Trauma Surgery/Critical Care'],Program Director (or Assistant Program Director),,Southeast,4,88
131,R_29gNMwwmgJRX8z7,vanderbilt,-0.538584054829451,0.47639799530917365,1.2678345522321701,1.041498020706415,0.673966177842593,['Vascular Surgery'],,25,Southeast,4,88
132,R_eDUve5ckkd1fhpT,vanderbilt,-0.4547370197231362,-1.3599586703636874,0.8556878219129366,-1.0690105216362518,-1.1357663844267594,['Trauma Surgery/Critical Care'],,5,Southeast,4,88
133,R_2X6FUofPy7MDhUg,vanderbilt,-0.045075548090231156,0.2674756320373329,-2.3499748225883597,0.7636281214832049,-0.9117197917360045,['Colon and Rectal Surgery'],Program Director (or Assistant Program Director),14,Southeast,4,88
134,R_tJTpjTikzXsi5MZ,vanderbilt,-0.07822569204546745,-0.6525696073878663,0.2089218692018445,-0.6950128833302966,-0.48339525647377607,"['Breast Surgery', 'Surgical Oncology']",Program Director (or Assistant Program Director),8,Southeast,4,88
135,R_3e9yDL1dsJXFnZo,vanderbilt,-0.6462540466707719,0.4921318676824497,1.2764863911430242,0.19168350586679098,-0.18920168810246102,"['Abdominal Wall/Hernia Surgery', 'Bariatric/Minimally Invasive Surgery']",,29,Southeast,4,88
136,R_8BLDXpGMm0M3kw9,und,1.6539083240753965,-0.8341635763110116,-0.7209009263333774,-0.9618561047112629,0.17465027293805163,['Thoracic Surgery'],Department Chair,23,Midwest,8,11
137,R_2BfXzIypRtLQHZb,und,1.4399505039607208,1.278963955390367,-0.3930989451022551,0.41469836805661103,1.385736722932094,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Colon and Rectal Surgery']",,12,Midwest,8,11
138,R_2xXW2g61RdKJFzu,vanderbilt,1.7444497017890674,0.8630250654556277,-0.2332166747145672,0.5112415118176034,-0.08631809322307625,['Vascular Surgery'],Department Chair,30,Southeast,4,88
139,R_a5cpvMWPsINsCIh,vanderbilt,1.2766666398485755,-0.5238101144724379,0.4956763581856554,0.6588533411668489,-0.02293738499817366,['Colon and Rectal Surgery'],,7,Southeast,4,88
140,R_Y30WD5Dz6Vpzmwh,vanderbilt,-0.25777627330835556,0.018748325752093526,0.15317638501159883,0.28488997555497997,0.6209240084812545,['Breast Surgery'],Program Director (or Assistant Program Director),7,Southeast,4,88
141,R_1PTYJE13HVRVO61,vanderbilt,0.004952104719797105,0.5093700143097373,-0.5276976282261227,-0.6367437655510051,-0.3420495247712076,['Pediatric Surgery'],,4,Southeast,4,88
142,R_2uzvZEJHAEqAKbv,vanderbilt,1.7410003446266906,-0.540538842915421,0.4426543808181976,0.365452388571128,0.8913277390087521,['Colon and Rectal Surgery'],Program Director (or Assistant Program Director),10,Southeast,4,88
143,R_3qmqyRyKqIQ1O3H,vanderbilt,-0.8126804665967122,0.9110820109282615,-0.9707795239996834,-0.843893228640789,1.2464063682908428,['Surgical Oncology'],Program Director (or Assistant Program Director),8,Southeast,4,88
144,R_uxkZThumLbhLE3L,vanderbilt,-0.41354021697825266,-0.9844676354790748,0.7245216469024316,0.5082308361687556,0.5793133400746584,"['Abdominal Wall/Hernia Surgery', 'Bariatric/Minimally Invasive Surgery']",,1,Southeast,4,88
145,R_UDPM1PtsBh56b8B,vanderbilt,-0.10664830844560658,-0.6477676660789713,1.2490544288706786,0.06473438150420464,0.13491470178779805,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Colon and Rectal Surgery', 'Hepatopancreaticobiliary Surgery', 'Surgical Oncology', 'Transplant Surgery']",,35,Southeast,4,88
146,R_dbX201lruYaENR7,lehigh,0.13440831423990854,-0.14978569123952157,0.20713574577747101,0.8498856154185913,-1.2098782830283847,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Trauma Surgery/Critical Care']",,4,Northeast,3,55
147,R_1LS8kD0CLZ0kDm1,vanderbilt,-1.181740105242485,-1.5736481114555805,-0.6363602837929367,-0.022790215475145054,-0.6352378086128443,"['Acute Care Surgery/Emergency General Surgery', 'Pediatric Surgery', 'Trauma Surgery/Critical Care']",,18,Southeast,4,88
148,R_2OGzV95EloMXu6K,vanderbilt,-0.04283102139806644,-0.5016852831460032,-1.2162672865365485,0.710951209908353,-0.02214094795501714,['Vascular Surgery'],Program Director (or Assistant Program Director),17,Southeast,4,88
149,R_QhNnooIIztQ2ZlD,und,-1.0940526575417142,-0.40510027354897044,-1.2042934100674911,0.8643287592871309,0.16747273887428143,['Acute Care Surgery/Emergency General Surgery'],,5,Midwest,8,11
150,R_SAGjKHTTYgM0vap,vanderbilt,0.11656582457719711,1.0403690395875742,0.35294538124406566,-0.5958413336887095,-0.8844689633349764,['Abdominal Wall/Hernia Surgery'],Program Director (or Assistant Program Director),9,Southeast,4,88
151,R_1LIIasb1kfIw4qo,texastech,-0.5596200523247844,0.167163549327879,0.39083344222869476,-0.6089812880872402,0.34243131212040945,"['Abdominal Wall/Hernia Surgery', 'Bariatric/Minimally Invasive Surgery', 'Endocrine Surgery', 'Surgical Oncology']",,1,Southwest,6,27
152,R_10UaOW7xBXiXL5G,und,0.5370430363352271,-1.4427588186244011,-0.7037613967697592,-0.4644593466386576,1.6688058180796124,"['Acute Care Surgery/Emergency General Surgery', 'Trauma Surgery/Critical Care']",Program Director (or Assistant Program Director),15,Midwest,8,11
153,R_2wssCIKRbWQ9ViV,texastech,0.4533942752699538,0.44354609748741464,0.8249990495704996,0.8389334310641496,-0.5758022487875705,"['Acute Care Surgery/Emergency General Surgery', 'Trauma Surgery/Critical Care']",,10,Southwest,6,27
154,R_2X0aiqb8m6fm8da,texastech,-0.23015218754932903,-1.8421227151147859,0.25367850387754753,1.200031693562555,0.7344112550537341,['Trauma Surgery/Critical Care'],,3,Southwest,6,27
155,R_1d9QPuh2BwiqvWE,vanderbilt,-0.1369324238624231,-0.1740124057167388,-1.0935008725832163,-1.7619797954545966,-0.53924051618857,['Pediatric Surgery'],Program Director (or Assistant Program Director),21,Southeast,4,88
156,R_3EnX6b91L6jszQi,texastech,-0.5432762057910088,0.3278274201631422,-0.9726526860060808,0.03362904323243858,0.5898437372333021,['Vascular Surgery'],Program Director (or Assistant Program Director),27,Southwest,6,27
157,R_2BbUGsnbQxYXxvr,lahey,0.5968693947918452,-0.8358846661659084,-1.1771977263801912,-0.5382094824701064,0.6153198131047,['Transplant Surgery'],,3,Northeast,1,38
158,R_1IMH4WuD0Xjmq12,lahey,-0.0791537124069886,0.7878982926506508,0.78878240058712,-1.8787691176243884,1.1080544568167892,['Breast Surgery'],,9,Northeast,1,38
159,R_3qgtBMFFkjHX8hq,vanderbilt,0.31183458884243176,0.3598913337960009,-0.8727389629643717,0.24630653209837866,-0.8637936564154242,['Bariatric/Minimally Invasive Surgery'],Program Director (or Assistant Program Director),15,Southeast,4,88
160,R_25yfqWHHDPT4CVl,lahey,0.206519732447371,0.1305182668415017,-0.0804964441706126,0.33189904432661327,-0.32185810089552397,"['Abdominal Wall/Hernia Surgery', 'Bariatric/Minimally Invasive Surgery']",,40,Northeast,1,38
161,R_1CvU9wHF99YUsEB,lahey,-1.204270493037851,-0.2911964546504186,0.682951830487827,0.9412219913692139,-0.3808188681376827,['Hepatopancreaticobiliary Surgery'],Department Chair,25,Northeast,1,38
162,R_24dP0BeJ7pCo9L2,vanderbilt,0.12221101214565762,-1.2846935997623175,-0.5030471611925934,1.2867395732515854,0.1658229334940914,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Trauma Surgery/Critical Care']",Program Director (or Assistant Program Director),11,Southeast,4,88
163,R_UKkNGT4Bn95ORjP,lahey,1.392448919434401,-1.3899098773967506,1.2654854777696496,0.6217054308572862,-0.05622848539494246,['Vascular Surgery'],,30,Northeast,1,38
164,R_3polofbo2dbEr3Z,vanderbilt,-1.4337672006871873,-0.045418770145952886,-0.5725055928448716,1.3171701252842662,1.5812566077999959,"['Hepatopancreaticobiliary Surgery', 'Transplant Surgery']",,22,Southeast,4,88
165,R_3GjqtqfCjl8E7z7,vanderbilt,-0.5675443036749874,0.9956617762090477,-0.22842404264091698,1.2168059160252294,-0.7255490817444386,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Colon and Rectal Surgery', 'Trauma Surgery/Critical Care']",,,Southeast,4,88
166,R_1FhTcL6L17bVAzH,cornell,1.7015650444663277,0.996830730340766,0.42356597670898294,0.46510706824450004,0.08438808773286693,['Acute Care Surgery/Emergency General Surgery'],,20,Northeast,2,49
167,R_3JKOa78EdjcMvGc,cornell,1.7552326328658998,0.19436083605165147,-1.552185779022586,0.9224075446789016,0.5892484450492081,['Other'],,0.15,Northeast,2,49
168,R_3lQ9XGCjTS9fO7t,cornell,0.3165271088438306,-0.2806229420034901,0.3040640904143414,0.6994561191706319,0.1857470285092787,['Colon and Rectal Surgery'],Program Director (or Assistant Program Director),13,Northeast,2,49
169,R_1LbrMOgzVa7SbzM,cornell,0.15113936348783508,-0.7862962524744586,0.0899508306684096,1.0269051156398414,0.08458486807528395,"['Abdominal Wall/Hernia Surgery', 'Endocrine Surgery']",Program Director (or Assistant Program Director),30,Northeast,2,49
170,R_3KolgpRC8kMoTeu,cornell,0.4997583992517119,-0.39803525313012855,0.9753507386840691,-0.20449598108099484,0.04572714305172992,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Colon and Rectal Surgery', 'Trauma Surgery/Critical Care']",Program Director (or Assistant Program Director),33,Northeast,2,49
171,R_1q7CnJFPUYNvfQy,cornell,-0.8774057564365285,-3.1165324093871396,0.0008697221666282663,0.8263947563817656,0.8526933930452478,['Vascular Surgery'],,18,Northeast,2,49
172,R_2bN7d7LxvDyCBTH,cornell,-1.4060145098156416,1.5714774844899102,0.8042428790749125,-0.5849518425282949,0.6839184681452621,['Other'],Program Director (or Assistant Program Director),21,Northeast,2,49
173,R_1F54SHaVc5tjwxl,cornell,-0.5802533436875562,-1.8312384733539824,-0.10928724442093284,1.4543716882132174,-0.7779479535720533,['Other'],Department Chair,39,Northeast,2,49
174,R_1jJNfmdjKEg0FRF,cornell,-1.485773742148975,1.077020048050503,0.3512876925995665,0.674931509464924,-0.6868320904342716,['Colon and Rectal Surgery'],,19,Northeast,2,49
175,R_Oex4oqrWR7dOYkp,texastech,-0.2692239115375549,-0.06949394148147696,0.3231070184729058,0.7101975983763091,-0.6832032543577587,['Other'],Program Director (or Assistant Program Director),15,Southwest,6,27
176,R_3MGTBYLBsa4VvcI,vanderbilt,-0.2267390959119233,-0.14680591679709423,-0.006152628609175908,0.9327783576301367,-0.721576988714176,['Pediatric Surgery'],Department Chair,,Southeast,4,88
177,R_3nAh7XklzVzKNUs,cornell,1.8667366291290572,0.8119184640506267,-0.5582514875600294,0.49950574528657526,-0.9662610860010354,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Bariatric/Minimally Invasive Surgery']",,19,Northeast,2,49
178,R_2Cy4ScFJIPWiAT4,lahey,-0.10071621521636276,0.16463338161396557,1.0317420649632552,-0.5249024010637218,-0.6038743240855233,['Colon and Rectal Surgery'],,3,Northeast,1,38
179,R_XG77v0gB5vp4bgB,cornell,-0.09022015536413487,0.6671934124761298,0.8121815003349486,0.15603059017984777,-0.5115400435187966,['Colon and Rectal Surgery'],Program Director (or Assistant Program Director),4,Northeast,2,49
180,R_ZgFUjGq9Y4stI41,cornell,1.2375455154549553,1.2659072986493671,-2.1182251317930496,-2.357661183989587,-0.7866403622391429,"['Abdominal Wall/Hernia Surgery', 'Breast Surgery']",,31,Northeast,2,49
181,R_T5GlIuTg9cZZOW5,cornell,-0.951511269478583,0.42078711080550174,0.6083738869093857,1.3169050228538066,-0.9655415724060377,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Trauma Surgery/Critical Care']",Program Director (or Assistant Program Director),7,Northeast,2,49
182,R_DH8yKSr53EhL9TP,cornell,1.884054400231533,0.2292565106526319,0.6168535960684763,0.34749738746115505,1.9047018225698478,['Other'],Department Chair,22,Northeast,2,49
183,R_XmQE5DWDvXp2WGd,cornell,-1.3394890777737893,-0.10721879740211242,-0.5959865431575637,0.555736193594278,0.7762217684742964,['Hepatopancreaticobiliary Surgery'],,6,Northeast,2,49
184,R_1gjsUSHUuN0k5f3,ucsf,-0.28027394709282566,0.6658159126680295,-1.0227345313991982,1.2383814774804422,-0.008283446070641477,['Vascular Surgery'],,17,West,9,123
185,R_3O7j5HCRPjvtOT4,ucsf,-0.6783426802539978,-0.3292946581882292,1.6055225365099246,0.950496856564104,-0.0010548062355922989,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Colon and Rectal Surgery', 'Trauma Surgery/Critical Care']",Program Director (or Assistant Program Director),20,West,9,123
186,R_1pRNL8T5PVyxJpN,washu,-0.42113587031120975,0.6349946774700305,0.9589344666186949,-1.448161151404076,1.0700226088732987,['Colon and Rectal Surgery'],,21,Midwest,7,99
187,R_27g94Yk2FuhSI2v,washu,0.8329949354644285,0.3784037450000239,-0.9230479466358237,-0.9852017431985637,1.144194773429099,['Acute Care Surgery/Emergency General Surgery'],,18,Midwest,7,99
188,R_32JhyFZbxUbckic,washu,0.1157120550982808,-2.7433154203437207,0.7034130767124548,-0.2734785056556409,1.7883205080108897,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Endocrine Surgery']",,4,Midwest,7,99
189,R_2SBo2pr43xXI7gm,washu,1.0535179865538182,-0.4513358595426847,-0.15507092854309698,-0.03857413450806354,-0.27971658474446826,['Cardiac Surgery'],,11,Midwest,7,99
190,R_0NBvYPFGDwGKwcF,washu,1.7244232568095657,0.586767186393311,0.5698348516425554,0.4024932466661442,0.5993575659473016,['Bariatric/Minimally Invasive Surgery'],,4,Midwest,7,99
191,R_2fvRJknFO6JgrEs,washu,1.0883763464002116,1.3331364439607305,-1.749692366198492,-1.2813601626521975,-0.8636186575623954,['Trauma Surgery/Critical Care'],,10,Midwest,7,99
